Report Id,Policy Regime,Financial period start date,Start date,End date,Filing date,Company,Company number,Qualifying contracts in reporting period,Payments made in reporting period,Qualifying construction contracts in reporting period,Construction contracts have retention clauses,Average time to pay,Total value invoices paid within 30 days,Total value invoices paid between 31 and 60 days,Total value invoices paid later than 60 days,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,Total value invoices paid later than agreed terms,% Invoices not paid within agreed terms,% Invoices not paid due to dispute,Shortest (or only) standard payment period,Longest standard payment period,Standard payment terms,Payment terms have changed,Suppliers notified of changes,Maximum contractual payment period,Maximum contractual payment period information,Other information payment terms,Retention clauses included in all construction contracts,Retention clauses included in standard payment terms,Retention clauses are used in specific circumstances,Description of specific circumstances for retention clauses,Retention clauses used above a specific sum,Value above which retention clauses are used,Retention clauses are at a standard rate,Retention clauses standard rate percentage,Retention clauses have parity with client,Description of parity policy,Retention clause money release description,Retention clause money release is staged,Description of stages for money release,Retention value compared to client retentions as %,Retention value compared to total payments as %,Dispute resolution process,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list,URL
1359,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,NIGHTINGALE HAMMERSON TRUSTEE COMPANY LIMITED,07990530,TRUE,FALSE,FALSE,FALSE,18,,,,87,10,3,0,13,0,30,,Payments to suppliers are made within a week of receipt and invoice being authorised internally. The standard payment period is 30 days unless other terms have been agreed with the supplier. ,,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"In case of a supplier's complaint, it will be passed on to the Finance Manager to respond within 3 working days of the receipt of the complaint. If the complaint cannot be resolved, it will be escalated to the Director of Finance and IT for review. ",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1359
1360,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,KPMG LLP,OC301540,TRUE,FALSE,FALSE,FALSE,53,,,,29,51,20,0,46,0,30,60,"KPMG LLP is the main trading entity for KPMG in the UK. 
KPMG’s standard payment terms state that payment of third party invoices for goods and services will be made within 60 days of receipt of a correct, undisputed and properly due VAT invoice, unless otherwise agreed in writing by a duly authorised representative.

In line with KPMG’s corporate values, where the supplier is deemed to be a Small or Medium sized Entity (SME) the Standard payment terms are reduced to 30 days from receipt of a correct, undisputed and properly due VAT invoice, unless otherwise agreed in writing by a duly authorised representative. 

The criteria for 30 days payments is where:
•	the supplier is an independent entity and their turnover does not exceed £50m per annum, and/or
•	80% or more of the supplier spend is pass through of labour costs

The Standard payment terms in respect of other KPMG Member Firms is 60 days from receipt of a correct, undisputed and properly due VAT invoice, unless otherwise agreed in writing by a duly authorised representative.
",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"KPMG’s core values include being committed to our communities and acting with integrity. We therefore endeavour to resolve all disputes in a fair and timely manner. Disputes are resolved by discussion and agreement with a supplier and are typically managed by the dedicated accounts payable team.
",prompt payment code ,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1360
1361,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,ALMAC GROUP LIMITED,NI041551,TRUE,FALSE,FALSE,FALSE,31,,,,63,33,4,0,69,0,30,,The most frequently used terms were 30 days from invoice date.,,,45,,"Invoices are paid only if correctly presented with all necessary information and only when approved by the relevant buyer. As a result, payment terms may be impacted where time is required to resolve queries.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Payment disputes are handled by the Accounts Payable team, which liaises with the suppliers and the company’s buyers as necessary to resolve invoice and payment queries in a timely manner. Where correction of an invoice is necessary, payment is processed as soon as reasonably practicable following receipt of corrected invoice. The Accounts Payable team may be contacted via a dedicated Accounts Payable mailbox or by telephone.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1361
1362,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,AFFINITY TRUST,06893564,TRUE,FALSE,FALSE,FALSE,20,,,,84,12,4,0,16,0,30,,Affinity Trust's standard payment terms are 30 days from date of receipt of invoice,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any disputes or complaints are responded to by the Accounts department in Thame , normally within five working days. If a dispute cannot be resolved within a further week it will be escalated to the Head of Finance or Finance Director for resolution.",No,FALSE,TRUE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1362
1363,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,IPC INFORMATION SYSTEMS,01823833,TRUE,FALSE,FALSE,FALSE,35,,,,45,47,8,0,62,0,0,30,30 days from invoice date,,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Dispute is raised with the supplier with detail of what is being disputed.  Payment withheld until supplier provides adequate detail to support original invoice or provides credit note and amended invoice.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1363
1364,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,DUFERCO UK LIMITED,03538773,TRUE,FALSE,FALSE,FALSE,52,,,,30,48,22,0,68,0,30,45,"Duferco UK (DUK) has three different kind of suppliers: 1. suppliers of material, 2. suppliers of service (e.g. transportation cost, storage etc.), 3. suppliers of overhead (e.g. auditors, consultants, etc.). Each of these three categories has differents payment terms and different practices.
1. MATERIAL: the standard payment term is 45 days from bill of lading date. IMPORTANT NOTE: DUK buy most of the material from Duferco SA, a related group company based in Switzerland. DUFERCO SA ALLOW DUK TO DELAY PAYMENTS OF MATERIAL, THEREFORE THE STATISTICS ON THE UNPAID INVOICES PRESENTED IN THIS REPORT WILL BE NEGATIVELY IMPACTED BY THESE INTRAGROUP (AND INTERNATIONAL) TRANSACTIONS.
2. SERVICE: the standard payment term is 30 days from invoice date.
3. OVERHEAD: the standard payment term is by net monthly account.
",,,90,,"IMPORTANT NOTE: DUK buy most of the material from Duferco SA, a related group company based in Switzerland. DUFERCO SA ALLOW DUK TO DELAY PAYMENTS OF MATERIAL, THEREFORE THE STATISTICS ON THE UNPAID INVOICES PRESENTED IN THIS REPORT WILL BE NEGATIVELY IMPACTED BY THESE INTRAGROUP (AND INTERNATIONAL) TRANSACTIONS.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"DUK has a very solid relationship with its suppliers and in case of disputes, they are resolved through negotiations both verbally and written. The department in charge of this process is the accounting and payable office. 
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1364
1365,Regime-1,None,8/1/2017,1/31/2018,4/26/2018,UNIVERSITY OF THE HIGHLANDS AND ISLANDS,SC148203,TRUE,FALSE,FALSE,FALSE,35,,,,69,22,9,0,42,0,30,,Within 30 days of date of receipt of a valid invoice.,,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Complaints should be logged with the finance department for investigation.,CBI Prompt Payment Code,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1365
1366,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,SPECIALIST HOLIDAYS (TRAVEL) LIMITED,00446617,TRUE,FALSE,FALSE,FALSE,45,,,,43,36,21,0,32,0,30,60,Creditors are paid monthly with some suppliers on 30 days from receipt of invoice and some suppliers on net monthly terms (i.e. invoices in month 1 are paid by end of month 2),,,60,,"Specialist Holidays (Travel) Limited standard payment terms are 30 days from receipt of invoice on normal qualifying contracts unless specifically agreed or net monthly from the date of invoice. We have several suppliers who offer differing payment terms and we do our best to accommodate these.

Creditors send invoices throughout the month, with 99% being received by email. The business handles invoices through OCR and workflow technology with a high proportion of invoices being automatically matched to purchase orders.

Creditors are paid monthly. The payment runs are produced in the middle of the month paying invoices approved and due up to the end of the month. This results in suppliers being paid for invoices both before and after 30 days. For the purpose of this report we have used 45 days as the average number of days for net monthly payments. (Invoices in month 1 paid by end of month 2).
",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Company is committed to dealing with its suppliers in a fair, honest and professional manner and as close to contractual terms as we possibly can. We do our utmost to resolve queries quickly and to everyone’s satisfaction. It is important that there is no negative impact on our customers experience and our supplier relationships are essential in delivering the first class services our customers expect. A close working relationship and good payment performance is paramount in our business. 
Suppliers mostly email invoices to dedicated email addresses, they are scanned by our OCR system for processing and matching to the purchase orders. Our suppliers have a personal point of contact with the Accounts Payable Department and either email or telephone the team member to discuss payment concerns. The Accounts Payable Executives work closely with the supplier and our departments to understand why an invoice is not approved or not yet paid. Every effort is made to ensure the invoice is included in the next payment run or if necessary a payment is requested.
If a cost of sale invoice is received and it exceeds the expected cost based on our contract rates and the calculated holiday component cost, a deduction advice will be raised and sent to the supplier by email before the invoice is paid. If the supplier disagrees with the calculation this will generally be investigated and resolved before the invoice is paid, if we have calculated the rate incorrectly the deduction advice will be reversed, if the supplier is incorrect they will issue a credit note against their invoice to offset the deduction advice. 
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1366
1367,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,CARL ZEISS LTD,00542141,TRUE,FALSE,FALSE,FALSE,17,,,,90,9,1,0,41,0,0,30,"Mostly our supplies are from group companies.
The items purchased locally from third parties are small compared to the business size.
Example items purchased locally are:
Consultancy services, temporary staff, stationary, marketing, company cars, building costs, travel and freight.
If payment terms are not given on the invoice we assume 30 days.
",,,30,,"We always attempt to pay suppliers in a timely fashion.
Many invoices are recorded as immediate payment which is recorded by us as the invoice date. Within this reporting the 41% paid outside of agreed terms reflects the fact that it is not possible for us to pay suppliers on the day they raise the invoice. All invoices with immediate payment terms are included in the 41% reported as paid outside of agreed terms.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Disputes are minimal and are nearly all resolved within the finance department on an adhoc basis.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1367
1368,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,BEDECK LIMITED,NI023062,TRUE,FALSE,FALSE,FALSE,35,,,,44,53,3,0,27,0,7,60,"Normal payment terms for UK qualifying contracts will be a number of days following invoice, depending on supplier requirement (as noted above, between 7 and 60 days).",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"If dispute arises, payment on hold until resolved.  During this time, we enter into dialogue with internal management and relevant supplier.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1368
1369,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,GRAINGER PLC,00125575,TRUE,FALSE,FALSE,FALSE,26,,,,76,21,3,0,40,0,30,,Grainger plc does not have standard payment terms.  Payment terms are agreed with suppliers as part of contract negotiations.  The most frequently used payment terms in the reporting period are 30 days.,,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Grainger plc actively seeks to resolve disputes by discussing them with the relevant supplier(s), typically involving members of the accounts payable and credit control departments and/or the procurement and commercial teams and/or where necessary members of management.  However, where it is not possible to reach agreement a number of potential dispute resolution methods (for example, mediation, adjudication, expert determination, litigation and/or arbitration) may be used. ",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1369
1370,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,HAYES & JARVIS (TRAVEL) LIMITED,00509596,TRUE,FALSE,FALSE,FALSE,45,,,,37,40,23,0,35,0,30,60,"Creditors are paid monthly. The payment runs are produced in the middle of the month paying invoices approved and due up to the end of the month. This results in suppliers being paid for invoices both before and after the 30 days on receipt terms and supports net monthly payment terms. We have used 45 days as the standard payment period to average invoices dated in month 1 to be paid by end of month 2. This payment practice drives the % payment statistics.
Hayes & Jarvis (Travel) Limited standard payment terms are 30 days from receipt of invoice on normal qualifying contracts unless specifically agreed or net monthly. We have several suppliers who offer differing payment terms and we do our best to accommodate these for UK and non UK suppliers.
Creditors send invoices throughout the month, with most being received by email. The business handles invoices through OCR and workflow technology with a high proportion of invoices being automated to purchase orders or being approved by managers using online approval workflow and authorisation matrices.
",,,60,,"The information provided covers 938 suppliers used in the reporting period, of which 586 were non UK based suppliers. We processed 19k invoices in the period October 2017 to March 2018. As a travel company many of our suppliers are not UK organisations and are paid in multiple currencies. UK based suppliers are mostly paid by BACS with a few paid by bank transfer. Suppliers in Europe are paid by SEPA and suppliers outside Europe are paid by bank transfer. We operate a 3 way purchase order matching and approval process.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Company is committed to dealing with its suppliers in a fair, honest and professional manner and as close to contractual terms as we possibly can. We do our utmost to resolve queries quickly and to everyone’s satisfaction. It is important to us that there is no negative impact on our customers experience and our supplier relationships are essential in delivering the first class services our customers expect. A close working relationship and good payment performance is paramount in our business.

Suppliers generally email their invoices to dedicated email addresses where they are scanned by our OCR system for processing and matching to the purchase orders. All our suppliers have a personal point of contact with the Accounts Payable Department and either email or telephone the team member to discuss payment concerns. The Accounts Payable Executives and Team Leaders will work closely with the supplier and our departments to understand why an invoice is not approved or not yet paid. Every effort is made to ensure the invoice is included in the next payment run or if necessary a payment is requested.
If a cost of sale invoice is received and it exceeds the expected cost based on our contract rates and the calculated holiday component cost, a deduction advice will be raised and sent to the supplier by email before the invoice is paid. If the supplier disagrees with the calculation this will generally be investigated and resolved before the invoice is paid, if we have calculated the rate incorrectly the deduction advice will be reversed, if the supplier is incorrect they will issue a credit note against their invoice to offset the deduction advice. 
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1370
